Image_Path,Patient_Text,Severity_Label
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Psoriasis-Guttate-53.jpg,"""I was diagnosed with  psoriasis at the age of 14. My life was hell by the time I was 18. It covered pretty much every where the sun didn&#039;t shine. I tried every thing topical, uv light and sun bathing, different diets you name it, I tried it. In my 30&#039;s I accepted that the only way I as ever going to have relief was by once every three or so months sun bath until I was so burnt it forced the  psoriasis to slow down. I met a random stranger who saw my  psoriasis and mentioned  methotrexate. He told me his story, so I gave it a try. I hope the people who are complaining after six or even seven weeks stay the course. It took me four moths to see results. I am 40 now and have been %95 clear for the past eight years. 12mg once a week.""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Lichen-Sclerosus-Skin-55.jpg,"""I have had psoriasis for about 15 years and it has progressed over the years to covering about 20% of my body with severe scalp coverage.  I had been on cremes, sprays, pills, etc with no good long term results (and at best just halting its path forward but not reversing it). After 2 weeks on Humira I could see a difference. I am at the 3 month stage and the flaking patches are gone and most of the smaller patches are completely gone. The heavy large patches on my legs , torso only have a slight discoloration now. It works and its easy.""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Lichen-Sclerosus-Penis-28.jpg,"""Had psoriasis all over my hands, feet and scalp 13 years ago and had tried everything for it, but it only got worse. I used this for a short time and it cleared up my hands and feet quickly. My scalp cleared up by using Neutrogena medicated shampoos.  None of it has come back since.  I only know that it was this medication that cleared it up because I recently came across a couple of unused sample tubes that my dermatologist had given me and recognized this as what had worked to get rid of my psoriasis.   (about the 6th thing she had tried on me).""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Pityriasis-Lichenoides-35.jpg,"""What seems like a lifetime of trying everything under the sun(including the sun) to cure my psoriasis, I finally decided to try Humira. I noticed about a 30% improvemnt after the FIRST dose.  I haven&#039;t felt so good about myself in forever.  I am actually looking forward to wearing clothes I would never have considered and no more embarassing questions about my hands,  or kids saying &quot;ewww whats on your elbows&quot;.  I am elated.  I would recommend it to anyone. Thank heavens for Humira""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/psoriasis-scalp-62.jpg,"""Had ankylosing spondylitis and psoriasis badly, within a day I felt lots better and could get out of bed without assistance and within 3 months I had zero psoriasis or back pain, it&#039;s life changing. Had psoriasis for over 10 years and had made me very depressed, this drug is a miracle and has changed my life""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Psoriasis-nails-8.jpg,"""It cleared up my plaques but the injections are a bit painful and it did nothing for the guttate psoriasis.""",Moderate
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Psoriasis-Anus-16.jpg,"""Works extremely well on the face.  If you have a flare up it takes 2 days to disappear.  That&#039;s the only reason I give it an 8 instead of a 10.""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/psoriasis-scalp-53.jpg,"""I&#039;ve suffered with scalp psoriasis from being 8 years old but always managed with coal tar shampoos. When I was 29 I noticed plaque psoriasis forming on the trunk of my body, arms and legs, chest and face! They grew larger, became intolerable and so itchy. After many visits to the GP I was eventually referred to a dermatologist. By this point I was off work severely ill, my skin was so bad I couldn&#039;t walk, I would lie in the bath to help shed the layers of skin. Upon my visit to dermatologist he took one look and said I was critical. I was 99% covered and had erythrodermic psoriasis! I spent 11 days in hospital bandaged in ointments. I&#039;ve been on MTX for 4 years now and can say they have helped me a lot (99%). Blood monitors done 3 monthly. """,Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/psoriasis-scalp-49.jpg,"""I saw very little improvement and I became ill while on the medication. It just didn&#039;t work for me. I was on it for 6 months and my plaques weren&#039;t going away.""",Severe
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/seborrheic-dermatitis-8.jpg,"""I have been on 15mg methotrexate for one year for psoriasis and psoriatic arthritis. My psoriasis was mild to moderate and is a little better but I was in a lot of pain from the arthritis and this medicine has helped me so much. I would say my pain went from a 9 to a 3 on a scale of  1- 10. Only side effect is stomach upset and I am considering switching to injections.""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Psoriasis-Histology-14.jpg,"""Suffered for over 5 years with this rash on the soles of my feet, mine has the blisters, scaling, unbearable itching, redness, inflammation. Nothing worked till I found the MG217 coal tar gel...this worked immediately!! Got instant relief and the rash is now clearing up! 5 YEARS!!!! So glad I heard about this product, I tried everything else!""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/08lichenPlanusTongue1122052.jpg,"""I used Talconex when it first came on the market.  The scratching would keep me up all night and I would use sand paper from the hardware store to file down the hard crust.  I was always bleeding.  I went to the dermatologist again and he told me something new came on the market and told me it works in 75% of the people.  He gave me samples.  I asked if I should file down the crust before applying the samples.  I swear, the next day the crust was gone.  It was like a miracle.  The whole area which had lost its color came back in about a year. I may be 1 of the lucky ones -it never came back -skin clear &amp;soft.""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/pityriasis-rosea-182.jpg,"""I have mild psoriasis on elbows; been using Tazorac and/or Metamosone.  Got a &#039;script for Vectical; the outcome has been quite good.  Still can see some slightly red spots (which helps daily re-treatment), but mostly the skin now appears normal.  I bought a second tube before my coupons expired (see below).

The shock is the price: Without insurance, this would cost $600/tube.  Insurance co-pay was $65, and Vectical has a coupon that pays the co-pay, so it cost me $0.""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/psoriasis-palms-soles-82.jpg,"""Have been using this for 2 years. It does work to control the areas but only while using it. When I stop the spots come back as normal. Thankfully it does temporarily work""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/psoriasis-pustular-generalized-34.jpg,"""Have been on Stelara for about a year and a half.  When started, I had 50-60% coverage.  It was down to about 10-15% by the time I had my second injection, and down to about 5% by the time I had my third.  It has remained about that level since, but now only consists of flat pinkish spots that barely itch at all and look more like old scars than the scabby, cracked, bleeding mess they were before.

As for the side effects; I seem to be more prone to various infections than before.  I seem to catch colds more easily.  Also, I usually feel some muscle pain and fatigue starting the day after my injection and lasting for a couple of days (easily dealt with by scheduling my appointments on Friday afternoons and taking it easy over the weekend).""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/lichen-planus-189.jpg,"""Have periodic dry skin on my hands which leads to severe cracking. Understand if your issue is bacterial or fungal. Tried many fungal creams then bacterial cortisol. Works great, I use it almost every day. Hands are in great shape ( almost to soft lol)""",Mild
/kaggle/input/datasets/shubhamgoel27/dermnet/train/Psoriasis pictures Lichen Planus and related diseases/Lichen-Sclerosus-Skin-11.jpg,"""Humira has been the ONLY option for me. I have/had moderate Psoriasis covering approx 70% of my body with nail involvement.  Humira even clears up my finger nails! I&#039;ve been able to wear shorts and go swimming without being overwhelmingly self conscious for the first time in years! On a side note... I find that the old fashioned  syringe is much less painful than the pen auto-injector. Hope this helps.""",Mild
